koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_bin_oedp_sig,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
1.0000,0,0,0,0,0.0000,0.0000,0.2555,0.4191,5.9633765,26.1403580,42.60,3,64,2,0.33030,290.237640,41.331379,13.598,14.012,13.549,13.420,13.356,12.488,12.194,12.144,,19.349179200,41.33137700,0.13000,-0.01000,,1.000000e-05,-0.1500,0.0800,0.1700,-0.2100,0.1100,0.2300
0.9930,0,0,0,0,0.0000,0.0000,0.3030,0.3166,91.4970500,376.4423800,508.80,2,29,1,0.89650,288.793030,48.040230,14.274,14.607,14.213,14.131,14.095,13.324,12.988,13.011,0.062,19.252873610,48.04020410,0.15600,-0.09300,-1.300000e-04,-1.600000e-04,0.0010,-0.0020,0.0020,0.0610,-0.0630,0.0870
1.0000,0,0,0,0,0.0000,0.0000,0.2555,0.4191,5.2048445,32.2633630,52.00,3,142,1,0.80080,290.237640,41.331379,13.598,14.012,13.549,13.420,13.356,12.488,12.194,12.144,,19.349163400,41.33134100,-0.51000,-0.14000,,4.400000e-05,-0.3200,-0.2600,0.4200,-0.3900,-0.2400,0.4500
0.9330,0,0,0,0,0.0000,0.0000,0.2555,0.4191,4.2087860,16.0035860,20.20,3,621,3,0.96860,290.237640,41.331379,13.598,14.012,13.549,13.420,13.356,12.488,12.194,12.144,,19.349183000,41.33098000,0.29000,-1.44000,,9.900000e-05,-0.7200,-0.0700,0.7300,-0.7900,-0.0500,0.7900
0.8610,0,0,0,0,0.0000,0.0000,0.2622,0.4035,10.3503100,21.6569650,34.70,1,7,1,0.42960,283.113770,48.131390,13.328,13.811,13.285,13.120,13.069,12.181,11.845,11.772,0.787,18.874250000,48.13136300,-0.08000,-0.10000,-6.000000e-05,-6.000000e-05,-1.0100,0.8100,1.2900,-0.9700,0.5400,1.1100
1.0000,0,0,0,0,0.0000,0.0000,0.2916,0.3447,7.0413713,31.7929230,37.60,1,55,1,0.24260,293.881770,49.683151,14.490,14.896,14.427,14.315,14.256,13.405,13.096,13.034,0.548,19.592105000,49.68314000,-0.45000,-0.02000,1.700000e-04,0.000000e+00,0.1600,0.0400,0.1700,0.0900,0.0500,0.1000
1.0000,0,0,0,0,0.0000,0.0000,0.2286,0.4641,5.8855930,31.1582700,38.20,3,107,1,0.50030,289.199580,49.305721,14.513,14.944,14.454,14.329,14.292,13.391,13.076,13.047,0.862,19.279973000,49.30563000,0.01000,-0.31000,-1.000000e-05,-4.000000e-05,-0.0200,-0.4400,0.4400,-0.1900,-0.8900,0.9100
1.0000,0,0,0,0,0.0000,0.0000,0.1941,0.5188,5.9245596,31.4113600,37.60,2,116,1,0.98440,288.668910,39.824009,15.629,16.457,15.602,15.274,15.077,14.022,13.440,13.368,0.000,19.244589600,39.82430500,-0.24000,1.06000,3.000000e-05,-1.190000e-03,0.1200,0.0300,0.1200,0.1100,0.0100,0.1100
1.0000,0,0,0,0,0.0000,0.0000,0.2979,0.3238,8.3945530,28.7350640,35.50,1,36,1,0.04240,281.662990,47.568581,14.777,15.221,14.728,14.586,14.509,13.604,13.197,13.195,0.000,18.777507000,47.56844000,-0.90000,-0.50000,1.800000e-04,6.600000e-04,0.2300,0.1400,0.2700,0.1600,0.2500,0.3000
0.9830,0,0,0,0,0.0000,0.0000,0.3029,0.3239,5.7404814,28.7065800,34.30,2,293,1,0.10910,292.421080,37.682819,12.992,13.349,12.949,12.839,12.805,12.000,11.745,11.704,0.037,19.494729300,37.68290000,-0.37000,0.29000,5.900000e-05,-5.900000e-05,0.0300,0.4300,0.4300,0.1100,0.4300,0.4400
0.9990,0,0,0,0,0.0000,0.0000,0.2240,0.4695,5.4970770,29.6416190,37.40,4,126,1,0.03350,294.152710,38.233040,14.523,15.040,14.476,14.301,14.225,13.332,12.957,12.924,0.310,19.610177000,38.23295000,-0.12000,-0.33000,2.300000e-04,4.000000e-05,0.0700,0.1200,0.1400,0.2200,0.2500,0.3300
1.0000,0,0,0,0,0.0000,0.0000,0.2916,0.3447,8.1804870,25.2983130,33.80,1,33,1,0.89410,289.064330,47.117420,14.476,14.893,14.419,14.297,14.246,13.369,13.053,12.988,0.184,19.270958000,47.11732000,0.07000,-0.38000,4.000000e-05,1.900000e-04,0.1300,0.0400,0.1300,0.2300,0.1000,0.2500
1.0000,0,0,0,0,0.0000,0.0000,0.2238,0.5081,4.6647468,26.8288350,28.50,1,227,1,0.26670,284.476530,46.252579,15.026,16.412,15.052,14.432,14.092,12.876,12.211,12.073,0.107,18.965119000,46.25277000,0.61000,0.70000,-2.500000e-04,-7.000000e-05,-0.1300,0.0000,0.1300,0.0100,0.4200,0.4200
1.0000,0,0,0,0,0.0000,0.0000,0.3037,0.4224,3.7324114,26.8089850,34.10,1,881,1,0.76320,287.501160,47.469269,15.313,16.764,15.398,14.780,14.444,13.217,12.555,12.415,0.000,19.166731500,47.46923000,-0.48000,-0.14000,-3.000000e-04,1.900000e-04,0.5800,-0.5700,0.8200,-0.2900,-0.3100,0.4200
0.9980,0,0,0,0,0.0000,0.0000,0.2111,0.4955,116.9433500,1401.7281000,1457.80,1,313,1,0.84340,287.130580,42.350151,14.014,14.546,13.935,13.785,13.727,12.746,12.426,12.354,,19.142039000,42.35017170,0.03980,0.07820,1.900000e-04,,-0.0060,-0.0010,0.0060,-0.0180,0.0610,0.0640
0.9970,0,0,0,0,0.0000,0.0000,0.2826,0.3729,11.1391730,39.4202270,51.70,1,19,1,0.98970,285.104060,45.008171,13.430,13.790,13.375,13.276,13.248,12.456,12.156,12.169,0.000,19.006944900,45.00797000,0.29000,-0.72000,-6.000000e-05,3.000000e-04,0.2900,-0.1900,0.3400,0.4000,-0.1600,0.4300
0.9900,0,0,0,0,0.0000,0.0000,0.2327,0.4526,11.4654750,37.6340980,50.00,1,27,1,0.94360,296.958860,46.394131,13.534,14.097,13.476,13.293,13.215,12.247,11.914,11.830,0.101,19.797252300,46.39403700,-0.21000,-0.34000,1.400000e-04,1.100000e-04,-0.4800,-0.1200,0.4900,-0.4800,-0.2800,0.5600
0.9990,0,0,0,0,0.0000,0.0000,0.2427,0.4368,10.6346040,34.4517900,55.00,1,31,1,0.85350,297.078610,49.502079,14.082,14.731,14.029,13.804,13.679,12.743,12.306,12.283,0.717,19.805251900,49.50208400,0.39000,0.01000,-1.300000e-04,7.000000e-05,-0.1100,0.1000,0.1400,0.0200,0.1800,0.1800
0.8620,0,0,0,0,0.0000,0.0000,0.2622,0.4035,14.2819770,38.3571500,57.60,1,15,1,0.48220,292.013400,49.019119,13.748,14.214,13.694,13.548,13.504,12.573,12.206,12.152,0.059,19.467566800,49.01904200,0.24000,-0.28000,0.000000e+00,1.900000e-04,0.3100,-0.2900,0.4300,0.4700,-0.1800,0.5000
0.9990,0,0,0,0,0.0000,0.0000,0.2602,0.4096,7.4211526,27.8037600,34.00,1,39,1,0.84200,291.534390,47.042500,13.624,13.963,13.575,13.479,13.435,12.592,12.313,12.259,0.028,19.435628000,47.04273000,0.06000,0.81000,1.000000e-05,-2.500000e-04,0.0500,-0.0900,0.1000,0.0600,-0.0500,0.0800
1.0000,0,0,0,0,0.0000,0.0000,0.2434,0.4341,6.2721600,33.8748740,40.90,2,78,1,0.61920,285.122040,44.110600,14.640,15.212,14.581,14.394,14.291,13.370,12.937,12.898,0.131,19.008127200,44.11049100,-0.31000,-0.39000,1.400000e-04,1.800000e-04,-0.1800,-0.1200,0.2100,-0.2400,-0.2600,0.3500
1.0000,0,0,0,0,0.0000,0.0000,0.3168,0.2958,5.9957867,34.9568250,49.80,1,84,1,0.87180,292.757320,43.426910,12.818,13.074,12.770,12.708,12.726,11.887,11.713,11.684,0.101,19.517151100,43.42683200,-0.14000,-0.28000,7.400000e-05,7.000000e-06,0.0700,0.0300,0.0800,0.1200,-0.2000,0.2300
1.0000,0,0,0,0,0.0000,0.0000,0.2555,0.4191,5.1833353,35.4741970,43.10,3,687,1,0.66100,294.613650,45.984619,15.356,15.817,15.287,15.159,15.065,14.179,13.843,13.728,0.625,19.640918000,45.98453000,0.29000,-0.32000,-1.000000e-04,1.000000e-05,0.0100,0.4100,0.4100,0.0900,0.3500,0.3600
,0,0,0,0,,,,,,,,3,,,,294.613650,45.984619,15.356,15.817,15.287,15.159,15.065,14.179,13.843,13.728,,,,,,,,,,,,,
1.0000,0,0,0,0,0.0000,0.0000,0.2327,0.4526,4.9379325,30.2120360,34.30,1,141,1,0.60400,283.469360,40.132610,14.139,14.744,14.064,13.879,13.790,12.838,12.475,12.396,0.159,18.897959900,40.13258000,0.11000,-0.10000,-1.500000e-04,-1.500000e-04,0.0900,-0.0200,0.0900,-0.0200,-0.2800,0.2800
1.0000,0,0,0,0,0.0000,0.0000,0.3024,0.3288,5.4710145,28.4303460,33.60,1,198,1,0.99720,293.144470,46.666241,15.368,15.790,15.300,15.188,15.110,14.268,13.967,13.903,0.678,19.542957000,46.66625000,-0.25000,0.02000,6.000000e-05,-1.100000e-04,-0.2100,0.0400,0.2100,-0.3400,-0.1000,0.3600
1.0000,0,0,0,0,0.0000,0.0000,0.1451,0.5820,37.6377070,198.6218000,226.80,2,65,1,0.21440,299.213170,41.424831,14.711,15.434,14.637,14.400,14.263,13.250,12.769,12.711,0.000,19.947557700,41.42478300,0.55400,-0.17000,1.080000e-03,-9.800000e-04,-0.0660,0.1290,0.1450,0.1430,0.1200,0.1860
1.0000,0,0,0,0,0.0000,0.0000,0.2521,0.4210,5.6758294,24.8219700,31.20,1,52,1,0.40590,284.183290,45.074100,15.593,16.181,15.536,15.340,15.195,14.249,13.842,13.757,,18.945552000,45.07420000,-0.02000,0.34000,,-4.400000e-04,0.3500,-0.0600,0.3600,0.2500,-0.0100,0.2500
1.0000,0,0,0,0,0.0000,0.0000,0.2115,0.4850,5.6278970,25.7800850,17.30,1,166,1,0.15690,297.021090,41.377171,13.115,13.805,13.055,12.820,12.681,11.694,11.167,11.124,,19.801402100,41.37726000,-0.16000,0.32000,6.700000e-05,,-0.1900,0.1900,0.2700,-0.0600,0.2200,0.2300
1.0000,0,0,0,0,0.0000,0.0000,0.2868,0.3588,4.8745027,22.6709630,15.70,1,76,1,0.66960,296.755740,46.998291,13.286,13.711,13.210,13.104,13.073,12.123,11.829,11.730,0.827,19.783726000,46.99838000,0.33000,0.33000,-1.900000e-05,-2.700000e-05,-0.3200,-0.2700,0.4200,-0.1700,-0.0800,0.1800
1.0000,0,0,0,0,0.0000,0.0000,0.3020,0.3190,5.2408640,28.3436490,35.60,1,215,1,0.18270,292.135250,37.889622,14.959,15.375,14.917,14.780,14.724,13.869,13.568,13.527,0.000,19.475689100,37.88944000,0.22000,-0.63000,3.100000e-04,-5.100000e-04,-1.4200,2.8500,3.1800,-0.2200,0.2000,0.3000
0.9970,0,0,0,0,0.0000,0.0000,0.2327,0.4526,11.1462345,23.2047920,26.40,1,9,1,0.41090,292.591640,38.399658,14.904,15.373,14.860,14.703,14.613,13.773,13.389,13.371,0.644,19.506106000,38.39960000,-0.11000,-0.20000,-7.000000e-05,3.100000e-04,0.2100,-0.0800,0.2200,0.1800,-0.1900,0.2600
0.9750,0,0,0,0,0.0000,0.0000,0.2638,0.4046,5.2294526,27.7687320,35.70,1,99,1,0.38240,299.549500,45.769749,12.584,13.178,12.536,12.329,12.256,11.422,11.151,11.056,0.000,19.969989000,45.76960000,0.87000,-0.53000,-1.280000e-04,1.180000e-04,0.5200,-0.2400,0.5700,0.4000,-0.1000,0.4200
0.9370,0,0,0,0,0.0000,0.0000,0.3110,0.2914,7.9408580,22.1654010,44.00,1,17,1,0.46430,296.464480,49.182907,13.754,14.177,13.701,13.573,,12.448,12.215,12.176,0.869,19.764304000,49.18293100,0.17000,0.09000,0.000000e+00,4.000000e-05,-0.1200,-0.2600,0.2800,-0.1300,-0.1900,0.2300
0.9000,0,0,0,0,0.0000,0.0000,0.1914,0.5167,4.5982090,20.8621710,24.30,1,347,1,0.27340,289.444520,41.317760,13.746,14.372,13.684,13.478,13.370,12.388,11.989,11.907,0.001,19.296289000,41.31767000,-0.50000,-0.31000,1.060000e-04,1.030000e-04,0.1700,0.0700,0.1800,0.6100,0.6400,0.8800
1.0000,0,0,0,0,0.0000,0.0000,0.1959,0.5086,14.7983610,34.1971900,31.50,2,12,1,0.40210,290.144320,44.049950,14.767,15.320,14.703,14.530,14.432,13.537,13.163,13.019,0.151,19.342951800,44.04981900,-0.09000,-0.47000,4.000000e-04,3.900000e-04,-0.0900,0.0900,0.1300,-0.0490,-0.0900,0.1000
,0,0,0,0,0.0000,0.0000,0.2595,0.4106,,,8.00,2,,,,290.144320,44.049950,14.767,15.320,14.703,14.530,14.432,13.537,13.163,13.019,,,,,,,,,,,,,
1.0000,0,0,0,0,0.0000,0.0000,0.2602,0.4096,7.5457764,45.5917550,61.00,4,182,1,0.61460,291.556950,39.227291,14.028,14.509,13.977,13.822,13.745,12.874,12.576,12.510,0.000,19.437112700,39.22634900,-0.75300,-3.39000,-9.000000e-05,-7.080000e-04,1.0400,3.1700,3.3400,-0.0300,0.1800,0.1800
1.0000,0,0,0,0,0.0000,0.0000,0.2602,0.4096,7.2139810,32.0360900,45.50,4,90,2,0.61980,291.556950,39.227291,14.028,14.509,13.977,13.822,13.745,12.874,12.576,12.510,0.000,19.437116400,39.22636600,-0.60000,-3.33000,-1.680000e-04,-7.020000e-04,1.4300,2.9700,3.3000,0.1700,0.0300,0.1700
1.0000,0,0,0,0,0.0000,0.0000,0.2602,0.4096,4.6206910,22.3778250,29.30,4,337,3,0.71630,291.556950,39.227291,14.028,14.509,13.977,13.822,13.745,12.874,12.576,12.510,0.000,19.437109700,39.22622400,-0.88000,-3.84000,-6.000000e-06,-1.560000e-04,1.0800,2.6400,2.8500,-0.1500,-0.4600,0.4800
0.9990,0,1,1,0,0.0000,0.0000,0.2600,0.4133,8.8166570,14.8530270,21.50,1,507,1,0.09030,294.286900,40.213810,7.837,8.219,7.789,7.674,7.657,6.803,6.562,6.491,0.000,19.619781000,40.20298000,27.00000,-39.00000,-6.450000e-04,9.220000e-04,45.6800,-75.9000,88.6000,46.5700,-76.6000,89.6000
0.9990,0,0,0,0,0.0000,0.0000,0.2291,0.4603,10.7264280,27.2692340,30.00,1,18,1,0.63550,293.679200,46.852760,9.439,9.971,9.364,9.211,9.154,8.200,7.838,7.768,0.000,19.578688000,46.85312000,2.77000,1.30000,-3.000000e-04,-1.420000e-04,0.4000,-0.1000,0.5000,0.9000,0.3000,0.9000
1.0000,0,0,0,0,0.0000,0.0000,0.3030,0.3166,34.1827500,224.4163400,282.30,2,67,2,0.86560,288.793030,48.040230,14.274,14.607,14.213,14.131,14.095,13.324,12.988,13.011,0.000,19.252874400,48.04016900,0.18300,-0.21800,-1.200000e-04,2.400000e-04,-0.0150,0.0210,0.0260,0.0490,-0.0570,0.0750
,0,0,0,0,,,,,,,,1,,,,296.986050,42.729980,9.668,10.483,9.762,,,8.607,8.307,8.248,,,,,,,,,,,,,
0.9860,0,0,0,0,0.0000,0.0000,0.2622,0.4035,12.4905640,38.7192460,53.10,1,19,1,0.15980,283.809540,41.041241,13.605,14.035,13.538,13.421,13.381,12.532,12.225,12.163,0.000,18.920639400,41.04139000,0.17000,0.54000,-1.700000e-04,-3.500000e-04,-0.2800,0.0100,0.2800,-0.2800,0.0400,0.2800
1.0000,0,0,0,0,0.0000,0.0000,0.2638,0.4046,6.1442604,31.9189970,45.10,2,140,1,0.55850,290.060490,47.163960,12.727,13.185,12.672,12.530,12.469,11.537,11.257,11.183,0.178,19.337347800,47.16397000,-0.67000,0.04000,6.100000e-05,-1.600000e-05,0.0000,-0.0100,0.0100,-0.0400,-0.0700,0.0800
0.0000,0,0,1,1,0.0000,0.0000,0.2889,0.3511,6.9395614,31.5984540,37.30,1,128,1,0.97750,298.833340,46.654530,14.613,15.137,14.562,14.388,14.312,13.322,13.042,12.960,0.000,19.922153000,46.65483000,-2.60000,1.07000,8.800000e-04,-3.500000e-04,-1.4600,1.1300,1.8500,-1.4500,1.2300,1.9000
0.9990,0,0,0,0,0.0000,0.0000,0.2514,0.4282,9.8118690,28.2197070,35.60,3,25,1,0.14060,288.646270,50.788979,13.351,13.818,13.268,13.150,13.050,12.174,11.872,11.803,0.488,19.243078000,50.78908000,-0.19000,0.34000,8.000000e-05,9.000000e-05,-0.0300,-0.5600,0.5600,-0.0800,-0.4800,0.4800
1.0000,0,0,0,0,0.0000,0.0000,0.0966,0.6414,5.7627587,31.7256580,39.90,1,193,1,0.63320,281.898350,42.165791,14.832,15.810,14.782,14.413,14.233,13.131,12.539,12.447,0.000,18.793227500,42.16551700,0.17000,-0.98000,-5.100000e-04,2.600000e-04,0.1500,0.0100,0.1500,0.1500,-0.0900,0.1700
1.0000,0,0,0,0,0.0000,0.0000,0.3872,0.3156,6.5249653,31.8880210,34.00,1,408,1,0.40730,287.346740,47.772961,14.220,15.605,14.221,13.626,13.211,11.971,11.348,11.180,0.055,19.156438800,47.77287600,-0.36000,-0.30000,1.320000e-04,7.200000e-05,-0.0500,0.0600,0.0700,0.1200,0.0900,0.1500
0.9990,0,0,0,0,0.0000,0.0000,0.2600,0.4133,4.8392400,18.7633170,17.60,2,90,1,0.88700,282.924990,48.626389,13.127,13.528,13.069,12.955,12.933,12.042,11.753,11.717,0.009,18.861630000,48.62648000,-1.29000,0.32000,2.000000e-04,-3.400000e-05,0.2400,-0.6300,0.6700,0.2300,-0.5400,0.5900
0.9990,0,0,0,0,0.0000,0.0000,0.2678,0.3958,62.0492700,163.9393000,149.90,2,9,1,0.09950,289.341430,46.988239,13.929,14.293,13.883,13.774,13.750,12.917,12.654,12.621,0.397,19.289433600,46.98816700,0.20600,-0.26400,1.000000e-04,2.100000e-04,0.0410,0.0210,0.0460,0.2170,-0.1850,0.2860
0.9990,0,0,0,0,0.0000,0.0000,0.2868,0.3588,46.3350030,359.8998400,196.60,1,214,1,0.41210,297.646060,47.167488,13.592,14.060,13.532,13.392,13.353,12.482,12.160,12.101,0.000,19.843060790,47.16750870,-0.36000,0.06700,7.200000e-04,-4.800000e-04,-0.1630,0.0690,0.1770,-0.2110,0.1200,0.2430
0.0000,0,1,0,0,0.0000,0.0000,0.1236,0.6196,31.1662080,141.5293100,210.90,1,47,1,0.00000,294.207000,38.223450,14.633,15.546,14.603,14.242,13.993,12.932,12.310,12.162,0.000,19.613803080,38.22326900,0.16100,-0.65200,-8.000000e-04,-1.100000e-03,0.0460,0.0200,0.0510,0.0340,0.1120,0.1180
1.0000,0,0,0,0,0.0000,0.0000,0.2865,0.3556,50.7217670,109.6916300,124.40,1,10,1,0.12600,287.956570,41.130329,15.700,16.189,15.656,15.491,15.412,14.509,14.165,14.139,0.000,19.197111600,41.13025100,0.31000,-0.28500,-1.500000e-03,-1.500000e-03,0.0600,0.0900,0.1080,0.1800,-0.0500,0.1900
0.9330,0,0,0,0,0.0000,0.0000,0.1054,0.6323,57.9229660,110.0474500,111.30,2,8,1,0.98210,287.737550,38.114559,14.521,15.413,14.462,14.138,14.005,12.920,12.382,12.251,0.000,19.182499700,38.11452500,-0.18000,-0.12000,1.100000e-03,1.800000e-03,-0.0160,-0.0400,0.0500,0.0280,0.1000,0.1100
1.0000,0,0,0,0,0.0000,0.0000,0.2736,0.3819,9.5160220,38.4076540,47.50,1,74,1,0.37660,292.166170,38.739052,13.926,14.311,13.867,13.761,13.719,12.863,12.592,12.512,0.001,19.477712600,38.73909500,-1.32000,0.16000,-7.100000e-04,-1.100000e-04,0.6100,-0.0200,0.6100,-0.1700,-0.0400,0.1800
1.0000,0,1,0,0,0.0000,0.0000,0.2514,0.4282,108.0667700,1733.5951000,1654.90,1,773,1,0.61040,286.110320,43.680962,14.309,14.727,14.240,14.130,14.077,13.190,12.932,12.837,0.000,19.074021140,43.68097440,-0.03340,0.05170,-1.590000e-03,-3.870000e-03,0.0610,0.1560,0.1670,0.0010,0.0450,0.0450
0.3590,0,0,0,0,0.0000,0.0000,0.2327,0.4526,11.8941670,39.8372700,47.70,1,25,1,0.54300,293.093990,42.896431,13.668,14.172,13.608,13.453,13.385,12.513,12.171,12.107,0.223,19.539605600,42.89650400,0.22000,0.27000,-7.000000e-05,-1.300000e-04,-0.1300,0.1300,0.1900,-0.0100,0.2100,0.2100
1.0000,0,0,0,0,0.0000,0.0000,0.3029,0.3239,8.6804905,31.0540080,36.00,1,30,1,0.80320,285.667110,48.719559,13.631,13.999,13.567,13.473,13.443,12.593,12.369,12.315,0.237,19.044470400,48.71954500,-0.10000,-0.05000,1.200000e-04,1.200000e-04,-0.3000,0.1700,0.3700,-0.1900,0.2400,0.3100
1.0000,0,0,0,0,0.0000,0.0000,0.2291,0.4603,4.6784380,39.7500460,53.30,1,418,1,0.77600,289.438110,39.270359,13.405,13.948,13.370,13.173,13.068,12.151,11.842,11.750,0.152,19.295881400,39.27042600,0.31000,0.24000,-4.000000e-05,-1.800000e-05,0.0100,-0.0600,0.0600,0.0100,-0.0300,0.0400
0.9980,0,0,0,0,0.0000,0.0000,0.2638,0.4046,5.1149760,28.2087080,40.80,2,383,2,0.64890,290.060490,47.163960,12.727,13.185,12.672,12.530,12.469,11.537,11.257,11.183,0.122,19.337370000,47.16399900,0.15000,0.14000,-2.900000e-05,-1.600000e-05,-0.0100,0.1800,0.1800,-0.0400,0.1600,0.1700
0.9990,0,0,0,0,0.0000,0.0000,0.2910,0.3469,6.5388150,37.8813860,62.50,4,74,1,0.84880,282.978970,40.784351,12.119,12.497,12.073,11.957,11.940,11.098,10.841,10.756,0.000,18.865265100,40.78438200,0.04000,0.12000,8.100000e-05,-1.770000e-04,-0.5300,-0.2200,0.5700,-0.3700,0.0700,0.3800
0.9980,0,0,0,0,0.0000,0.0000,0.2910,0.3469,8.2901490,31.8183570,48.90,4,43,2,0.85470,282.978970,40.784351,12.119,12.497,12.073,11.957,11.940,11.098,10.841,10.756,0.002,18.865264200,40.78434000,0.01000,-0.03000,8.200000e-05,-1.390000e-04,-0.2700,-0.0600,0.2800,-0.0400,0.2300,0.2300
0.8960,0,0,0,0,0.0000,0.0000,0.2910,0.3469,9.9086000,29.3888950,50.50,4,22,3,0.00160,282.978970,40.784351,12.119,12.497,12.073,11.957,11.940,11.098,10.841,10.756,0.343,18.865267000,40.78420000,0.12000,-0.54000,7.400000e-05,-5.000000e-05,1.4100,0.2800,1.4300,1.5500,0.5900,1.6600
0.9960,0,0,0,0,0.0000,0.0000,0.2910,0.3469,4.9269395,18.6645010,29.40,4,101,4,0.96720,282.978970,40.784351,12.119,12.497,12.073,11.957,11.940,11.098,10.841,10.756,0.083,18.865266000,40.78435000,0.09000,0.01000,2.700000e-05,-6.000000e-05,-1.1400,-0.7000,1.3300,-0.9200,-0.3800,0.9900
1.0000,0,0,0,0,0.0000,0.0000,0.1860,0.5256,5.5893850,27.2562000,27.50,3,272,1,0.43790,293.351720,48.444641,14.531,15.054,14.469,14.307,14.205,13.280,12.895,12.874,0.042,19.556790400,48.44448000,0.33000,-0.57000,-8.300000e-05,1.150000e-04,0.0500,-0.0800,0.1000,0.0100,-0.1900,0.1900
0.9740,0,0,0,0,0.0000,0.0000,0.2600,0.4133,5.0000515,15.7331300,12.50,2,58,2,0.78520,282.924990,48.626389,13.127,13.528,13.069,12.955,12.933,12.042,11.753,11.717,0.298,18.861682000,48.62643000,0.56000,0.13000,-1.500000e-04,0.000000e+00,0.3500,0.5000,0.6100,0.3200,0.6100,0.6900
0.0000,0,1,0,0,0.0000,0.0000,0.3119,0.2752,5.7237163,19.4860440,10.90,1,55,1,0.94200,292.226290,43.995312,10.800,10.994,10.735,10.688,10.702,9.865,9.675,9.652,0.000,19.481773300,43.99347600,0.80000,-6.60000,-1.810000e-04,1.690000e-03,0.7700,-5.3500,5.4100,0.6900,-5.0500,5.0900
0.9920,0,0,0,0,0.0000,0.0000,0.1451,0.5820,4.0173330,14.6843930,19.40,2,173,2,0.00350,299.213170,41.424831,14.711,15.434,14.637,14.400,14.263,13.250,12.769,12.711,0.005,19.947524000,41.42474000,-0.80000,-0.33000,4.400000e-04,-1.000000e-05,0.3500,-0.1500,0.3800,0.5400,-0.2000,0.5800
0.9360,0,0,0,0,0.0000,0.0000,0.2327,0.4526,9.6997900,29.1354300,35.70,1,14,1,0.33930,292.773990,37.797691,13.820,14.296,13.777,13.616,13.519,12.650,12.318,12.251,0.015,19.518276000,37.79723000,0.44000,-1.64000,-1.700000e-04,3.500000e-04,0.3500,-0.6200,0.7100,0.2600,-0.9000,0.9300
0.8790,0,0,0,0,0.0000,0.0000,0.3052,0.3236,7.5605660,26.8499980,37.50,1,43,1,0.58930,295.158110,40.898849,13.200,13.421,13.127,13.054,13.040,12.221,11.993,12.010,0.001,19.677193100,40.89910000,-0.55000,0.90000,-1.400000e-04,3.300000e-04,0.5800,-0.5000,0.8000,-1.0300,0.9100,1.3800
0.9990,0,0,0,0,0.0000,0.0000,0.2844,0.3661,42.9374200,112.9247360,103.70,1,9,1,0.70100,285.371950,41.993912,15.254,15.757,15.190,15.038,14.954,14.063,13.741,13.662,0.021,19.024794200,41.99393100,-0.07000,0.08000,-3.000000e-04,-1.000000e-03,-0.0110,0.0870,0.0870,-0.1050,-0.0620,0.1220
1.0000,0,1,0,0,0.0000,0.0000,0.2676,0.3928,116.7339000,1905.7750000,1853.80,1,725,1,0.44840,294.513240,45.981640,14.465,14.996,14.410,14.238,14.182,13.262,12.938,12.892,0.000,19.634215880,45.98165490,0.02170,0.05350,-4.300000e-04,-6.200000e-04,0.0030,0.0020,0.0030,0.0130,0.1090,0.1100
1.0000,0,0,0,0,0.0000,0.0000,0.3032,0.3147,17.2273790,184.2211800,190.40,1,352,1,0.34690,298.316740,40.996101,15.280,15.764,15.237,15.072,14.952,14.074,13.697,13.775,0.000,19.887814400,40.99613600,1.32100,0.13100,4.970000e-03,2.820000e-03,-5.7970,-4.1090,7.1060,-0.0960,-0.1690,0.1950
0.0030,0,1,0,0,0.0000,0.0000,0.2865,0.3556,14.2933220,144.2503000,32.00,1,393,1,0.33590,299.356510,41.414291,15.337,15.886,15.313,15.102,15.004,14.081,13.730,13.656,0.000,19.957117500,41.41428300,0.70900,-0.02500,8.700000e-04,-3.000000e-04,-0.1520,-0.0990,0.1810,0.2970,0.1650,0.3400
1.0000,0,0,0,0,0.0000,0.0000,0.1530,0.5684,17.2220630,88.4919600,118.80,1,63,1,0.34440,295.859380,47.939510,12.971,13.740,12.913,12.641,12.499,11.409,10.945,10.840,0.084,19.723962600,47.93957400,0.11800,0.23000,1.300000e-05,1.100000e-04,0.1600,0.0700,0.1800,0.3100,0.4000,0.5000
1.0000,0,0,0,0,0.0000,0.0000,0.2327,0.4526,12.9992710,29.1751000,40.60,1,13,1,0.43130,289.411070,46.130852,14.986,15.456,14.926,14.784,14.715,13.776,13.484,13.375,0.141,19.294083900,46.13078800,0.47000,-0.22000,-4.800000e-04,2.500000e-04,0.1300,-0.0300,0.1300,0.1100,0.0000,0.1100
