koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_bin_oedp_sig,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
0.0000,0,1,1,0,0.0000,0.0000,0.2676,0.3928,44.8723400,165.7514500,179.30,1,29,1,0.59840,298.506070,46.948029,15.957,16.507,15.893,15.722,15.611,14.608,14.323,14.155,0.000,19.900433300,46.94850600,1.08000,1.71300,-1.030000e-02,-2.150000e-02,1.1030,1.6900,2.0180,1.1730,1.7880,2.1380
0.0000,0,1,1,1,0.0000,0.0000,0.2396,0.4415,3.9395976,15.0576170,18.00,1,2307,1,0.96040,282.172030,43.696510,15.236,15.837,15.173,14.979,14.880,13.876,13.450,13.417,0.000,18.811401000,43.69778000,-2.65000,4.56000,1.650000e-04,-3.440000e-04,-4.7500,6.5500,8.0900,-4.7900,6.6700,8.2100
,1,0,0,0,0.0000,0.0000,0.2726,0.3082,,,17.10,1,,,,298.343440,48.702381,11.708,11.777,11.685,11.723,11.739,10.982,10.879,10.840,,,,,,,,,,,,,
0.9410,0,0,0,0,0.0000,0.0000,0.1451,0.5820,3.8090513,10.5991125,11.50,1,157,1,0.25780,291.508120,45.370159,15.993,16.829,15.925,15.634,15.520,14.428,13.916,13.802,0.038,19.433862000,45.37064000,-0.50000,1.70000,1.500000e-04,-5.900000e-04,-0.5400,0.6800,0.8700,-0.6800,0.5700,0.8900
,1,0,0,0,0.0000,0.0000,0.2988,0.3320,,,10.00,1,,,,289.610750,41.019489,15.339,15.816,15.287,15.134,15.042,14.127,13.800,13.744,,,,,,,,,,,,,
0.9730,0,0,0,0,0.0000,0.0000,0.1496,0.5746,3.3648057,8.4975670,9.90,1,366,1,0.55230,284.760930,49.141979,14.712,15.436,14.667,14.402,14.270,13.258,12.727,12.697,0.242,18.983986000,49.14179000,-2.70000,-0.70000,2.200000e-04,9.000000e-05,-0.5100,1.2800,1.3800,-0.4800,1.7500,1.8200
0.0000,1,0,1,0,0.0000,0.0000,0.2979,0.3238,3.9377012,7.9367960,15.30,1,2206,1,0.99710,291.983700,38.595409,14.990,15.423,14.958,14.805,14.742,13.894,13.589,13.523,0.000,19.465479000,38.59733000,-4.30000,6.90000,2.540000e-04,-4.120000e-04,0.3700,3.5000,3.5000,0.4100,3.7000,3.7000
0.9950,0,0,0,0,0.0000,0.0000,0.2291,0.4603,3.2921750,10.1141610,10.70,1,247,1,0.13020,294.082700,39.556099,14.951,15.503,14.882,14.715,14.609,13.715,13.379,13.245,0.132,19.605482000,39.55633000,-1.30000,0.80000,2.300000e-04,-6.000000e-05,-0.4100,-0.6200,0.7400,-0.3400,-0.5900,0.6800
0.7800,0,0,0,0,0.0000,0.0000,0.2979,0.3238,3.8003235,8.7828490,11.00,1,54,1,0.97180,296.098420,47.992699,15.185,15.614,15.143,15.000,14.944,14.062,13.730,13.666,0.000,19.739812000,47.99160000,-3.00000,-4.00000,1.470000e-03,1.890000e-03,-1.9000,-1.5300,2.4400,-1.8100,-1.4500,2.3200
0.0010,0,0,1,0,0.0000,0.0000,0.1860,0.5256,3.8284050,7.2918854,8.00,1,1122,1,0.43810,294.592830,45.287720,15.280,16.033,15.205,14.958,14.823,13.763,13.288,13.152,0.000,19.638313000,45.29051000,-45.90000,10.00000,3.100000e-03,-6.700000e-04,-8.6000,3.9660,9.4700,-8.5700,4.1480,9.5200
0.0000,0,0,1,1,0.0000,0.0000,0.3110,0.2914,3.6905649,8.9849280,12.50,1,1258,1,0.90310,289.641390,39.788029,14.772,15.141,14.724,14.614,14.578,13.774,13.502,13.517,0.000,19.309345000,39.78735000,-3.30000,-2.50000,1.190000e-04,8.400000e-05,-0.8100,-0.9800,1.2700,-0.8500,-0.9900,1.3000
1.0000,0,1,0,0,0.0000,0.0000,0.2622,0.4035,6.2834234,7.3705826,6.80,1,1377,1,0.83080,287.555080,46.682240,11.563,11.769,11.538,,,10.582,10.391,10.278,0.000,19.170279000,46.68038000,-2.20000,-6.70000,2.900000e-05,7.000000e-05,-2.2900,-0.1000,2.2900,-2.5100,-2.7000,3.6900
,1,0,0,0,0.0000,0.0000,0.3022,0.3099,,,11.60,1,,,,286.668670,45.208302,13.431,13.840,13.369,13.256,,12.843,12.563,12.518,,,,,,,,,,,,,
0.9870,0,0,0,0,0.0000,0.0000,0.3020,0.3190,3.6894176,8.9901410,10.50,1,259,1,0.53560,288.971830,46.265202,14.423,14.785,14.366,14.268,14.235,13.378,13.136,13.101,0.562,19.264767000,46.26530000,-0.80000,0.40000,5.500000e-05,-3.300000e-05,0.2000,0.7000,0.8000,0.2000,0.7000,0.7000
,0,0,0,0,0.0000,0.0000,0.2942,0.3382,,,8.50,1,,1,,286.228120,50.013580,12.291,12.685,12.234,12.123,12.085,11.180,10.874,10.848,0.057,19.081800000,50.01372000,-2.60000,0.50000,3.000000e-04,-7.000000e-05,0.8600,-1.7500,1.9500,1.0100,-1.7500,2.0200
0.0000,0,0,1,1,0.0000,0.0000,0.1611,0.5575,3.6251580,8.8962650,11.50,1,128,1,0.30220,298.751220,46.636261,15.866,16.697,15.823,15.510,15.358,14.332,13.747,13.631,0.000,19.916785000,46.63697000,1.40000,2.60000,-3.600000e-04,-8.700000e-04,2.2500,-1.1900,2.5400,2.2200,-1.5500,2.7100
,0,0,1,0,0.0000,0.0000,0.2575,0.4105,,,11.20,1,,,,289.239870,44.993580,13.736,14.281,13.689,13.503,13.425,12.428,12.049,11.989,,,,,,,,,,,,,
0.9900,0,0,0,0,0.0000,0.0000,0.0833,0.6584,4.5697070,14.1251890,17.00,1,25,1,0.66860,294.553830,45.081390,15.498,16.559,15.431,15.043,14.830,13.681,13.059,12.908,0.148,19.636920000,45.08148000,-0.07000,0.33000,1.900000e-04,-4.500000e-04,0.1900,-0.0300,0.2000,0.0400,-0.3000,0.3000
0.8950,0,0,0,0,0.0000,0.0000,0.2434,0.4341,3.3021681,8.3766210,12.00,5,73,4,0.44850,283.002960,44.284229,13.404,13.883,13.367,13.198,13.111,12.198,11.819,11.745,,18.866929000,44.28405000,2.50000,-0.60000,-2.100000e-04,,-0.4000,1.1100,1.2000,-0.5000,0.9300,1.0400
1.0000,0,0,0,0,0.0000,0.0000,0.3024,0.3288,3.5574412,11.4481220,14.10,1,90,1,0.79540,290.216670,44.779678,14.706,15.121,14.645,14.528,14.504,13.599,13.304,13.202,0.090,19.347817000,44.77957000,1.50000,-0.40000,-3.500000e-04,5.000000e-05,-0.1000,0.8700,0.8700,-0.1300,0.6500,0.6700
1.0000,0,1,0,0,0.0000,0.0000,0.2434,0.4341,3.4559317,13.6200560,16.20,1,114,1,0.25640,296.404480,44.367458,15.595,16.212,15.547,15.330,15.199,14.237,13.856,13.711,0.001,19.760326000,44.36784000,1.07000,1.37000,-3.900000e-04,-9.900000e-04,0.3300,-0.3100,0.4600,0.4400,-0.4200,0.6000
0.0000,0,1,0,0,0.0000,0.0000,0.2979,0.3238,42.7290840,149.6703000,147.90,1,26,1,0.40970,294.068020,43.936871,15.314,15.821,15.282,15.096,14.985,13.986,13.606,13.498,0.000,19.604533900,43.93680000,-0.00200,-0.25000,4.700000e-03,3.000000e-04,-0.4980,-0.0910,0.5060,0.0230,-0.1890,0.1900
0.8670,0,0,0,0,0.0000,0.0000,0.2665,0.3937,3.7271540,8.0945520,8.80,1,154,1,0.54600,283.698850,39.936642,12.954,13.486,12.931,12.726,12.635,11.675,11.306,11.181,0.532,18.913277000,39.93633000,0.80000,-1.10000,-6.000000e-05,5.000000e-05,2.4000,-1.9000,3.0000,2.4000,-2.2000,3.2000
0.0000,1,0,1,1,0.0000,0.0000,0.2844,0.3661,5.9009266,8.5714410,79.10,1,870,2,0.96730,293.947940,40.455818,15.040,15.549,14.978,14.821,14.728,13.821,13.558,13.484,,19.596425000,40.45439000,-4.30000,-5.10000,,2.600000e-04,-4.1100,-7.3210,8.4000,-4.2200,-7.4400,8.5500
0.9940,0,0,0,0,0.0000,0.0000,0.3029,0.3239,2.9534550,8.4187355,10.20,1,173,1,0.36420,286.217290,42.860920,14.726,15.156,14.679,14.542,14.515,13.667,13.350,13.210,0.152,19.081181000,42.86131000,1.10000,1.40000,-1.100000e-04,-1.200000e-04,-1.0500,1.5700,1.8900,-1.1500,1.5800,1.9600
,1,0,0,0,0.0000,0.0000,0.2901,0.3518,,,11.50,1,,,,288.748930,42.191738,15.085,15.576,15.044,14.874,14.844,13.919,13.569,13.530,,,,,,,,,,,,,
,1,0,0,0,0.0000,0.0000,0.3114,0.2887,,,4.40,1,,,,282.874730,41.836727,11.426,12.341,11.540,,,10.899,10.704,10.657,,,,,,,,,,,,,
,1,0,0,0,0.0000,0.0000,0.3071,0.3357,,,8.70,1,,,,292.853910,46.773750,15.405,15.997,15.372,15.152,15.005,14.002,13.596,13.463,,,,,,,,,,,,,
0.1700,0,0,0,0,0.0000,0.0000,0.3976,0.3142,3.5125313,9.5160030,13.20,1,437,1,0.91010,297.290500,45.955029,15.737,17.317,15.898,15.060,14.646,13.406,12.683,12.507,0.021,19.819298000,45.95535000,-2.60000,1.20000,5.000000e-04,-2.000000e-04,-1.8800,-0.1700,1.8900,-1.5700,0.0800,1.5800
,1,0,0,0,0.0000,0.0000,0.1920,0.5307,,,7.00,1,,,,287.435420,39.692989,15.761,17.044,15.711,15.211,14.883,13.666,12.962,12.867,,,,,,,,,,,,,
0.8540,0,0,0,0,0.0000,0.0000,0.2291,0.4603,5.4004160,10.2208160,10.60,1,9,1,0.43030,293.653690,39.316410,15.259,15.769,15.191,15.041,14.939,14.035,13.583,13.644,0.547,19.576896000,39.31645000,-0.70000,0.10000,4.600000e-04,-9.000000e-05,1.0500,-0.2200,1.0700,1.0000,-0.1500,1.0100
0.9980,0,0,0,0,0.0000,0.0000,0.2713,0.3874,3.6416662,8.8569765,15.80,1,35,1,0.33840,288.857540,45.097691,13.816,14.347,13.765,13.589,13.507,12.542,12.187,12.144,0.004,19.257120000,45.09765000,-1.89000,-0.10000,3.200000e-04,1.000000e-04,0.2100,-0.0900,0.2300,0.3200,0.1000,0.3400
0.0000,0,0,1,1,0.0000,0.0000,0.2622,0.4035,3.6964076,20.9865280,3.30,1,984,1,0.02290,295.252440,42.896114,11.948,13.439,11.930,11.304,,9.022,8.170,7.930,,,,18.43000,195.01000,,,1.2640,14.5100,14.5650,1.2920,14.4860,14.5430
0.2160,1,0,0,0,0.0000,0.0000,0.2676,0.3928,3.4521549,8.8054040,11.10,1,1679,1,0.00450,296.661770,43.811432,15.703,16.291,15.648,15.451,15.367,14.392,13.994,13.871,0.001,19.777358000,43.81330000,-3.60000,6.70000,1.090000e-04,-1.900000e-04,0.2000,0.2000,0.3000,0.5100,0.2000,0.5400
0.0000,0,1,1,0,0.0000,0.0000,-0.0663,0.8791,3.7048938,16.0761430,31.10,1,2454,1,0.81500,299.333680,43.717815,12.122,13.605,12.131,11.484,,8.754,7.805,7.539,0.000,19.955252000,43.72676000,-12.75000,32.20000,2.690000e-04,-6.730000e-04,-7.5190,11.4600,13.7030,-7.3960,11.3310,13.5320
0.9790,0,0,0,0,0.0000,0.0000,0.3105,0.2893,3.0619566,7.6890600,12.50,2,225,2,0.12140,290.550870,43.994362,12.892,13.374,12.837,12.686,,12.661,12.448,12.389,0.025,19.370024000,43.99409000,-1.30000,-1.00000,1.040000e-04,4.100000e-05,0.8700,-0.7000,1.1000,1.1800,-0.6000,1.3000
0.0000,0,0,1,1,0.0000,0.0000,0.1747,0.5405,3.1532090,9.9054580,12.20,1,66,1,0.77470,291.952510,41.959911,15.807,16.731,15.812,15.411,15.179,14.048,13.442,13.343,0.003,19.463471000,41.95989000,-1.20000,-0.07000,8.400000e-04,-2.200000e-04,-3.0600,-0.9100,3.1900,-2.4200,-1.5400,2.8700
,0,1,0,0,,,,,,,,1,,,,298.032530,42.200340,14.201,14.947,14.154,13.881,13.767,12.744,12.296,12.179,,,,,,,,,,,,,
0.0000,0,0,1,0,0.0000,0.0000,0.2240,0.4695,3.3978274,8.5115840,9.20,1,1087,1,0.08540,292.869900,39.844429,14.878,15.521,14.814,14.602,14.481,13.538,13.186,13.133,0.000,19.524493000,39.84274000,-6.90000,-6.10000,2.480000e-04,2.190000e-04,-2.3700,-3.3800,4.1300,-2.4500,-3.4300,4.2100
1.0000,0,0,0,0,0.0000,0.0000,0.2291,0.4603,4.0874700,9.4667050,10.10,1,143,1,0.21440,283.457640,46.819538,15.030,15.647,14.975,14.765,14.687,13.702,13.329,13.285,0.630,18.897167000,46.81968000,-0.30000,0.50000,8.000000e-05,-1.300000e-04,1.2300,0.3600,1.2800,1.1200,0.1900,1.1400
0.0000,0,1,1,0,0.0000,0.0000,0.2075,0.4900,53.2293550,62.2005120,37.30,1,63,1,0.87440,293.620300,42.081871,15.249,15.936,15.200,14.955,14.837,13.826,13.401,13.244,0.000,19.573917900,42.06590600,-30.78000,-57.47000,4.346000e-02,8.115000e-02,,,,,,
0.9630,0,0,0,0,0.0000,0.0000,0.2665,0.3980,2.9793240,11.0597220,12.60,2,71,1,0.71020,292.958190,42.854889,15.717,16.314,15.688,15.461,15.349,14.386,13.914,13.908,0.165,19.530556000,42.85490000,0.40000,0.00000,1.700000e-04,5.200000e-04,0.2000,-0.3700,0.4200,1.0000,0.1100,1.0000
1.0000,0,0,0,0,0.0000,0.0000,0.2665,0.3980,2.9106994,9.0123415,11.20,2,183,2,0.87310,292.958190,42.854889,15.717,16.314,15.688,15.461,15.349,14.386,13.914,13.908,0.342,19.530531000,42.85516000,-0.60000,1.00000,2.900000e-04,3.000000e-05,-1.2800,-1.2000,1.7800,-0.7600,-0.7000,1.1000
0.0000,0,0,1,0,0.0000,0.0000,0.2337,0.4535,21.1229610,51.5547750,49.30,1,52,1,0.02140,297.799870,40.349281,15.329,15.985,15.290,15.048,14.882,13.887,13.428,13.354,0.000,19.852984800,40.35116200,-14.01000,6.77000,2.146000e-02,-1.079000e-02,-5.3690,3.1270,6.2130,-5.3990,2.9740,6.1640
0.9970,0,0,0,0,0.0000,0.0000,0.2676,0.3928,4.9403610,15.5793550,9.60,1,33,1,0.82960,293.446440,40.409889,15.332,15.858,15.272,15.107,15.022,14.069,13.718,13.660,0.408,19.563112000,40.40996000,0.68000,0.25000,-3.600000e-04,-1.500000e-04,0.0400,0.2600,0.2600,0.1200,0.3700,0.3900
0.0000,0,0,1,1,0.0000,0.0000,0.3058,0.3071,3.7667490,10.6506610,11.80,1,378,1,0.00030,300.783870,43.962059,14.738,15.131,14.699,14.570,14.505,13.676,13.388,13.342,0.001,20.052190000,43.96226000,-2.70000,0.70000,2.200000e-04,-1.140000e-04,-0.2900,-0.6800,0.7400,-0.6100,-0.8500,1.0500
0.0000,0,0,1,0,0.0000,0.0000,0.2622,0.4035,3.0033884,8.8620900,10.30,1,398,1,0.07320,293.093840,39.974579,14.464,15.007,14.404,14.231,14.122,13.211,12.885,12.736,0.000,19.539944000,39.97533000,14.70000,2.70000,-8.170000e-04,-9.600000e-05,6.4800,0.7900,6.5300,6.5200,0.8600,6.5800
0.9930,0,0,0,0,0.0000,0.0000,0.0833,0.6584,6.4854620,12.9237930,13.10,1,12,1,0.72840,285.366580,39.280079,14.976,15.941,14.930,14.563,14.341,13.233,12.581,12.488,0.308,19.024422000,39.28016000,-0.70000,0.30000,2.800000e-04,-4.300000e-04,0.2000,-0.1100,0.1900,0.2100,-0.4500,0.5000
1.0000,0,0,0,0,0.0000,0.0000,0.2129,0.4858,4.5001970,11.0798720,20.70,1,15,1,0.87550,291.507200,39.323662,11.784,12.375,11.727,11.531,11.417,10.440,10.036,9.962,0.037,19.433793000,39.32380000,-0.89000,0.52000,9.600000e-05,-6.500000e-05,0.3000,-3.2500,3.2600,0.2300,-3.1900,3.2000
0.9980,0,1,0,0,0.0000,0.0000,0.2865,0.3556,3.8400590,10.2389260,10.30,1,27,1,0.99760,298.684020,41.831490,14.940,15.478,14.894,14.709,14.585,13.641,13.243,13.128,0.013,19.912251000,41.83197000,-0.60000,1.72000,6.000000e-04,-9.900000e-04,-0.0900,0.3900,0.4000,-0.0600,0.4000,0.4100
0.8230,0,0,1,0,0.0000,0.0000,0.2889,0.3511,3.4366944,7.4124960,8.20,1,394,1,0.85880,293.174350,40.950809,13.773,14.240,13.715,13.572,13.531,12.599,12.282,12.272,0.000,19.544981000,40.95182000,1.00000,3.60000,-3.500000e-05,-1.130000e-04,-0.5600,0.0000,0.5600,-0.4400,-0.0700,0.4500
0.4130,0,0,0,0,0.0000,0.0000,0.1392,0.5856,2.4770894,7.1646770,7.50,1,119,1,0.12560,293.240390,39.949444,13.780,,13.780,13.340,,13.931,13.357,13.246,0.018,19.549377000,39.94963000,0.70000,0.70000,1.200000e-04,3.500000e-04,-0.2000,-3.1300,3.1300,1.7000,-2.7100,3.2300
0.0000,0,0,0,1,0.0000,0.0000,0.2050,0.4963,3.4676833,9.6731460,16.20,1,137,1,0.54210,294.642850,46.549412,16.072,16.793,16.036,15.761,,14.413,13.937,13.826,0.000,19.642957000,46.54909000,3.69000,-1.20000,-1.900000e-03,4.900000e-04,-1.3700,-2.5200,2.8700,-1.4800,-2.7200,3.0900
0.8480,0,0,0,0,0.0000,0.0000,0.2979,0.3238,3.7240977,8.5978890,9.50,1,71,1,0.79790,293.547330,42.828442,14.965,15.452,14.926,14.756,14.668,13.780,13.375,13.377,0.766,19.569845000,42.82858000,0.90000,0.50000,-1.100000e-04,-5.000000e-05,0.5200,-0.4200,0.6600,0.6500,-0.3500,0.7400
0.0000,0,0,1,0,0.0000,0.0000,0.2193,0.4785,4.0229590,9.2408285,10.00,1,55,1,0.16250,299.131770,48.061710,15.418,16.119,15.353,15.118,14.999,14.046,13.626,13.534,0.000,19.941969000,48.05979000,-5.40000,-6.90000,1.980000e-03,2.660000e-03,-4.0200,-3.6000,5.4000,-3.6300,-3.5000,5.0000
0.0000,1,0,1,0,0.0000,0.0000,0.2327,0.4526,5.2381687,10.5795100,27.70,1,2121,2,0.99990,297.043880,41.284012,15.476,16.142,15.416,15.190,15.074,14.114,13.650,13.579,0.000,19.803378000,41.28678000,18.30000,9.95000,-2.240000e-03,-1.260000e-03,,,,,,
,0,0,0,0,0.0000,0.0000,0.2889,0.3556,6.3107820,9.0780640,12.10,1,61,1,,294.950740,43.324341,15.822,16.347,15.768,15.598,15.479,14.553,14.284,14.206,0.011,19.663338000,43.32403000,-1.70000,-1.10000,1.500000e-03,9.000000e-04,-0.5600,-0.9600,1.1100,-0.5100,-0.9600,1.0900
0.0000,0,0,1,1,0.0000,0.0000,0.2752,0.3811,3.9138443,10.9169520,33.30,1,1325,1,0.92000,292.265590,39.129841,12.905,13.336,12.850,12.720,12.687,11.910,11.608,11.552,0.000,19.484485000,39.13172000,4.74000,6.80000,-8.400000e-05,-1.180000e-04,2.2000,0.8200,2.3500,2.1000,0.9600,2.3400
,1,0,0,0,0.0000,0.0000,0.2919,0.3487,,,108.60,1,,,,287.367860,44.273220,14.499,14.994,14.450,14.287,14.205,13.244,12.921,12.843,,,,,,,,,,,,,
,1,0,0,0,,,,,,,,1,,,,288.420350,42.309509,15.968,16.598,15.912,15.698,15.508,14.555,14.169,14.033,,,,,,,,,,,,,
0.9990,0,0,0,0,0.0000,0.0000,0.3155,0.3031,4.0437270,8.5029300,11.40,1,16,1,0.54220,291.721890,42.117298,15.765,16.136,15.705,15.606,15.589,14.752,14.458,14.474,0.009,19.448178000,42.11706000,2.10000,-0.90000,-9.400000e-04,3.400000e-04,-0.0100,-0.3400,0.3400,-0.0100,-0.2700,0.2700
,1,1,0,0,,,,,,,,2,,,,298.338930,41.073479,14.850,15.339,14.805,14.640,14.535,13.653,13.333,13.293,,,,,,,,,,,,,
0.0000,0,1,1,0,0.0000,0.0000,0.2075,0.4900,51.7440570,192.7052600,155.60,1,38,1,0.62100,298.540890,40.471642,14.727,15.364,14.634,14.454,14.254,13.227,12.763,12.688,0.000,19.902987700,40.46866900,10.72300,-10.69700,-5.290000e-02,5.010000e-02,4.6200,-3.5900,5.8500,4.3900,-4.0200,5.9500
0.0000,0,1,1,1,0.0000,0.0000,0.2799,0.3810,24.8652740,93.7909000,131.40,1,41,1,0.93550,293.694150,38.995628,15.112,15.662,15.045,14.877,14.811,13.946,13.621,13.613,0.000,19.579536400,38.99542500,-3.06000,-0.74000,1.275000e-02,1.520000e-03,-2.0800,-2.3300,3.1200,-1.3700,-2.4100,2.7800
0.7950,0,0,0,0,0.0000,0.0000,0.2434,0.4341,2.7678140,7.7733990,12.00,5,54,5,0.99250,283.002960,44.284229,13.404,13.883,13.367,13.198,13.111,12.198,11.819,11.745,,18.866906000,44.28396000,1.60000,-1.00000,-1.400000e-04,,0.4600,0.9000,1.0000,0.4200,0.7000,0.7900
0.9940,0,0,0,0,0.0000,0.0000,0.2865,0.3671,5.3144010,14.5541750,18.20,1,32,1,0.10870,292.422820,38.266331,13.062,13.492,13.020,12.877,12.841,11.983,11.663,11.635,0.327,19.494865000,38.26614000,0.42000,-0.69000,-9.000000e-05,7.000000e-05,0.5700,0.5500,0.7900,0.4800,0.5200,0.7100
0.0000,0,1,0,0,0.0000,0.0000,0.2291,0.4603,9.0211420,23.1836680,17.50,1,16,1,0.18200,291.524870,38.455849,14.710,15.299,14.635,14.457,14.353,13.447,13.039,12.977,0.066,19.434998000,38.45573000,0.26000,-0.42000,-2.000000e-05,5.900000e-04,0.2900,0.0900,0.3100,0.4500,0.2500,0.5100
0.8770,0,0,0,0,0.0000,0.0000,0.1082,0.6270,5.1008280,9.1566260,12.70,1,8,1,0.48430,288.610530,49.968632,15.891,16.721,15.827,15.535,15.394,14.365,13.802,13.815,0.790,19.240679000,49.96860000,-0.90000,-0.10000,6.000000e-04,-2.000000e-04,0.0800,0.7800,0.7900,-0.0600,0.6200,0.6300
0.0000,0,1,0,0,0.0000,0.0000,0.1196,0.6106,3.6305764,9.5190090,8.80,1,1363,1,0.99310,291.124540,37.986511,14.484,15.299,14.443,14.135,14.010,12.917,12.374,12.274,,19.408235000,37.98658000,-2.90000,0.30000,,-4.100000e-05,1.6000,1.5100,2.2000,0.1200,0.4700,0.4900
0.9800,0,0,0,0,0.0000,0.0000,0.2844,0.3661,4.2733900,10.3470390,12.20,1,15,1,0.83940,297.588500,43.841221,15.015,15.458,14.978,14.826,14.775,13.942,13.623,13.602,0.100,19.839248000,43.84155000,0.50000,1.20000,-1.600000e-04,-4.100000e-04,0.7600,0.1300,0.7700,0.8700,-0.0600,0.8700
0.9960,0,0,0,0,0.0000,0.0000,0.2844,0.3661,3.3630998,11.3418880,12.40,1,197,1,0.97330,294.784330,49.492100,15.724,16.232,15.673,15.506,15.444,14.488,14.247,14.235,0.010,19.652307000,49.49163000,0.70000,-1.69000,-2.500000e-04,4.400000e-04,-0.4100,-0.0300,0.4100,-0.5500,0.0000,0.5500
0.0000,0,0,1,1,0.0000,0.0000,0.2622,0.4035,3.1599426,11.1979760,19.30,1,360,1,0.78240,295.850560,39.947193,11.908,13.088,11.898,11.401,,13.831,13.065,12.631,0.000,19.723420000,39.94834000,2.09000,4.14000,-2.900000e-04,-6.200000e-04,1.9900,6.4500,6.7500,2.3700,6.6400,7.0500
0.8250,0,0,0,0,0.0000,0.0000,0.2622,0.4035,3.2473996,8.1730385,10.40,1,675,1,0.93180,291.211640,41.985600,15.608,16.172,15.542,15.366,15.300,14.292,13.904,13.822,0.001,19.414131000,41.98445000,0.80000,-4.10000,-8.000000e-05,3.400000e-04,0.0700,-0.3600,0.3700,0.0900,-0.3500,0.3600
0.9980,0,0,0,0,0.0000,0.0000,0.3189,0.2740,2.9231021,9.2942820,8.30,1,357,1,0.73090,289.348300,46.054680,13.008,13.217,12.939,12.902,12.922,12.129,11.950,11.910,0.079,19.289878000,46.05493000,-0.29000,0.90000,1.400000e-05,-4.500000e-05,-0.0500,0.0700,0.0900,-0.0900,0.1000,0.1400
0.0000,1,0,1,0,0.0000,0.0000,0.3052,0.2859,3.7896533,8.1079880,19.90,1,1285,1,0.84410,295.274870,40.195080,14.964,15.398,14.917,14.777,14.693,13.833,13.579,13.581,0.000,19.684849000,40.19606000,-5.90000,3.50000,4.310000e-04,-2.180000e-04,-2.0820,7.5700,7.8500,-2.3350,7.7800,8.1200
0.9870,0,0,0,0,0.0000,0.0000,0.2889,0.3511,3.7769728,9.9405060,10.30,1,73,1,0.77350,298.380070,46.889400,15.479,15.973,15.421,15.268,15.186,14.278,13.956,13.924,0.067,19.891971000,46.88892000,-1.20000,-1.70000,3.300000e-04,4.500000e-04,-0.2200,-0.8000,0.8300,-0.1800,-0.8100,0.8300
,1,0,0,0,0.0000,0.0000,0.3058,0.3076,,,7.50,1,,,,290.770320,45.498051,13.585,13.950,13.552,13.428,13.424,12.603,12.319,12.256,,,,,,,,,,,,,
0.0000,1,0,0,0,0.0000,0.0000,0.2899,0.2598,3.9103322,8.9550950,7.30,1,371,1,0.98610,292.917020,40.092430,11.960,11.980,11.954,12.077,12.114,11.489,11.443,11.381,,,,,,,,2.2210,-1.2090,2.5290,2.1270,-1.3360,2.5120
0.8990,0,0,0,0,0.0000,0.0000,0.3016,0.3403,10.7351170,32.4618800,54.30,1,17,1,0.20340,291.255620,48.846924,12.146,12.517,12.078,11.989,,11.215,11.031,10.967,0.004,19.417043400,48.84696000,0.09000,0.13400,-3.100000e-05,-8.800000e-05,0.0400,0.3600,0.3600,0.0000,0.4500,0.4500
0.9830,0,0,0,0,0.0000,0.0000,0.2889,0.3511,9.1834440,10.8863120,11.60,1,218,1,0.19680,297.482970,48.022499,15.680,16.198,15.631,15.458,15.364,14.427,14.040,14.088,0.474,19.832228000,48.02279000,1.10000,1.00000,-1.700000e-04,-1.500000e-04,-1.2000,-0.1100,1.2000,-1.1000,0.1900,1.1000
0.5260,0,0,0,0,0.0000,0.0000,0.2979,0.3238,3.7747288,8.4732430,12.10,1,50,1,0.99110,285.706970,47.869968,14.143,14.596,14.120,13.949,13.906,12.982,12.602,12.577,0.026,19.047125000,47.87042000,-0.30000,1.60000,2.000000e-05,-1.700000e-04,0.6500,-1.6400,1.7600,0.6500,-1.6100,1.7400
1.0000,0,0,0,0,0.0000,0.0000,0.2844,0.3661,3.0435066,9.1987950,8.20,1,104,1,0.16360,295.081940,50.344601,15.652,16.135,15.597,15.445,15.377,14.500,14.182,14.019,0.671,19.672110000,50.34484000,-0.70000,0.90000,2.700000e-04,-1.800000e-04,-0.2000,0.0400,0.2000,-0.2100,0.0900,0.2300
0.0000,0,0,0,1,0.0000,0.0000,0.1731,0.5396,2.9424045,8.7481340,9.60,1,125,1,0.61070,298.825870,46.956669,14.832,15.619,14.772,14.494,14.298,13.206,12.693,12.606,0.289,19.921684000,46.95694000,-1.50000,1.00000,1.900000e-04,-7.000000e-05,0.7000,-0.0200,0.7000,0.8000,0.2500,0.8000
0.2650,1,0,0,0,0.0000,0.0000,0.3050,0.3201,4.7354574,7.4947890,11.10,1,4,1,0.13240,292.204650,40.485630,12.117,12.525,12.061,11.942,11.915,11.065,10.799,10.737,0.178,19.480346000,40.48567000,1.50000,0.20000,-2.200000e-04,1.000000e-05,0.2600,-3.8200,3.8300,0.0500,-3.7700,3.7700
